City,Monthly Average pm10,Monthly Average pm2.5,Monthly Average carbon_monoxide,Monthly Average nitrogen_dioxide,Monthly Average sulphur_dioxide,Monthly Average ozone,Monthly Average dust,Monthly Average uv_index,Monthly Average ammonia
Zurich,14.281585693359375 20.91115951538086 16.445833206176758 11.883055686950684 12.578359603881836 12.046666145324707 8.63736629486084 13.255106925964355 15.865555763244629 18.218547821044922 8.250972747802734 10.956182479858398,8.513710021972656 18.915624618530273 15.967473030090332 12.215556144714355 14.062231063842773 15.213472366333008 12.783601760864258 12.89865493774414 13.913750648498535 11.6655912399292 6.7208333015441895 9.114516258239746,206.1653289794922 236.4895782470703 193.34274291992188 170.57083129882812 163.89112854003906 154.72222900390625 154.127685546875 184.1182861328125 212.7111053466797 214.89920043945312 203.10833740234375 234.8763427734375,20.24556541442871 25.511457443237305 17.574865341186523 12.023055076599121 10.683602333068848 9.220833778381348 7.911693096160889 12.104032516479492 15.901250839233398 19.558334350585938 16.5494441986084 21.53118324279785,1.2151881456375122 1.4409970045089722 0.9513440728187561 0.6040277481079102 0.49650537967681885 0.49319446086883545 0.2827956974506378 0.46827957034111023 0.6097221970558167 0.9038978219032288 0.6065278053283691 0.7646505832672119,37.29838562011719 40.91071319580078 55.17070007324219 62.4375 66.6451644897461 77.1763916015625 64.80644989013672 66.70564270019531 61.516666412353516 42.538978576660156 40.963890075683594 35.557796478271484,0.1854838728904724 0.4151785671710968 0.5282257795333862 0.0763888880610466 0.3521505296230316 1.2000000476837158 0.9153226017951965 1.7083333730697632 0.8736110925674438 3.862903118133545 0.04027777910232544 0.13709677755832672,0.12849462032318115 0.3485119044780731 0.5479838848114014 0.7944444417953491 1.1623655557632446 1.793541669845581 1.6114248037338257 1.3641129732131958 1.1244443655014038 0.5592741966247559 0.1537500023841858 0.12432795763015747,nan 6.864299297332764 8.394489288330078 5.779305458068848 3.266263484954834 3.962639093399048 3.80981183052063 4.874865531921387 6.312222003936768 4.715725898742676 2.522777795791626 2.5533602237701416
Reykjavik,7.46317195892334 10.773214340209961 4.816263675689697 7.761389255523682 9.71357536315918 9.504166603088379 6.908199310302734 7.174596786499023 6.395277976989746 5.270430088043213 5.55347204208374 6.070429801940918,5.466532230377197 10.47276782989502 2.694758176803589 6.57611083984375 9.672715187072754 7.795416831970215 5.544623851776123 6.1194891929626465 5.537083148956299 4.13118314743042 2.9926388263702393 3.0353496074676514,149.44354248046875 152.65625 149.0779571533203 141.14443969726562 121.497314453125 125.44305419921875 146.43414306640625 168.9274139404297 186.459716796875 194.00537109375 172.59165954589844 164.78897094726562,7.03145170211792 4.915550708770752 5.142204284667969 5.2765278816223145 4.473252773284912 5.816111087799072 6.305107593536377 7.157258033752441 4.494027614593506 5.426209926605225 5.594722270965576 5.018279552459717,49.18675994873047 34.4171142578125 36.17163848876953 30.898193359375 24.4947566986084 30.567916870117188 37.234004974365234 33.7725830078125 19.58194351196289 30.26706886291504 24.680137634277344 17.281585693359375,68.31451416015625 78.24553680419922 84.6505355834961 76.11666870117188 69.20161437988281 60.790279388427734 43.413978576660156 46.64516067504883 50.93194580078125 56.11827850341797 59.22083282470703 67.8763427734375,0.0 0.0 0.0 0.05138888955116272 0.0 0.0069444444961845875 0.06586021184921265 0.09811828285455704 0.0069444444961845875 0.0 0.04027777910232544 0.0,0.012298387475311756 0.046875 0.21236559748649597 0.40840277075767517 0.5818548202514648 0.6980555653572083 1.108198881149292 0.710349440574646 0.30611109733581543 0.09858870506286621 0.02465277723968029 0.004301075357943773,nan 0.041382577270269394 0.16276881098747253 0.07486111670732498 0.014516129158437252 0.007222222629934549 0.015456989407539368 0.03844086080789566 0.09472222626209259 0.08306451886892319 0.11777777969837189 0.11868280172348022
Stuttgart,12.039650917053223 18.418302536010742 12.843010902404785 13.101388931274414 12.49838638305664 11.332083702087402 7.751209735870361 12.87378978729248 15.162083625793457 14.41115665435791 7.172916889190674 9.942606925964355,5.424596786499023 11.632440567016602 9.154838562011719 10.084444046020508 12.976747512817383 15.018194198608398 9.908332824707031 12.6336030960083 10.046805381774902 9.159005165100098 3.941805601119995 7.28642463684082,195.94085693359375 239.6205291748047 183.80511474609375 181.83055114746094 173.7983856201172 163.2375030517578 159.8024139404297 201.26075744628906 235.09165954589844 219.73387145996094 197.40277099609375 222.72715759277344,16.435014724731445 22.058780670166016 13.977956771850586 12.735278129577637 11.92526912689209 10.491388320922852 8.116397857666016 12.935483932495117 16.87125015258789 17.352418899536133 12.98888874053955 16.526477813720703,1.3381719589233398 1.734002947807312 1.1235215663909912 1.0179166793823242 1.0352150201797485 1.0048611164093018 0.524193525314331 0.8702957034111023 1.2079167366027832 1.1360214948654175 0.7168055176734924 0.8377687931060791,43.26747131347656 43.543155670166016 61.530914306640625 62.11666488647461 66.1518783569336 78.01388549804688 65.44892120361328 67.70698547363281 64.2236099243164 46.88978576660156 46.098609924316406 41.49327850341797,0.25806450843811035 0.2604166567325592 0.38575267791748047 0.05416666716337204 0.20430107414722443 0.7416666746139526 0.5 1.2419354915618896 0.8083333373069763 2.7325267791748047 0.02361111156642437 0.022849462926387787,0.09025537967681885 0.2824404835700989 0.4657929837703705 0.6983333230018616 1.133131742477417 1.6650694608688354 1.514650583267212 1.2268145084381104 1.0726388692855835 0.46626344323158264 0.12652777135372162 0.07815860211849213,nan 2.6663825511932373 4.873655796051025 3.4320833683013916 2.030914068222046 2.3431944847106934 1.93252694606781 2.4067203998565674 3.737222194671631 2.1075267791748047 0.8961111307144165 0.9006720185279846
Geneva,13.197311401367188 19.006994247436523 14.11263370513916 11.089860916137695 11.515188217163086 11.235138893127441 8.618548393249512 10.595564842224121 13.37527847290039 15.1655912399292 7.87958288192749 10.9375,7.04448938369751 16.871427536010742 10.88575267791748 9.743749618530273 11.424864768981934 12.366528511047363 8.485349655151367 8.287903785705566 8.762639045715332 7.214650630950928 3.7665276527404785 7.8669352531433105,191.9462432861328 202.32589721679688 169.377685546875 159.19444274902344 152.252685546875 147.71527099609375 140.59140014648438 156.26075744628906 184.80416870117188 180.6653289794922 184.4791717529297 202.0739288330078,17.576745986938477 19.928869247436523 13.14919376373291 10.301111221313477 9.08588695526123 8.850000381469727 7.047312259674072 8.743682861328125 13.363472938537598 14.257392883300781 13.85736083984375 17.180376052856445,1.2789649963378906 1.3877232074737549 0.9764785170555115 0.6879166960716248 0.5987903475761414 0.6083333492279053 0.4565860331058502 0.6043010950088501 0.9209721684455872 1.025268793106079 0.7769444584846497 0.8892472982406616,40.504032135009766 49.07143020629883 61.782257080078125 64.5625 71.69085693359375 77.76944732666016 64.70967864990234 69.05644989013672 67.11944580078125 52.94355010986328 44.73055648803711 40.58064651489258,0.29032257199287415 0.663690447807312 0.524193525314331 0.10833333432674408 0.3427419364452362 1.6222221851348877 1.8064515590667725 2.435483932495117 1.5708333253860474 4.213709831237793 0.05972222238779068 0.14919355511665344,0.14294354617595673 0.40014880895614624 0.54677414894104 0.8396527767181396 1.1366935968399048 1.7002084255218506 1.7643816471099854 1.4784274101257324 1.1910417079925537 0.5603494644165039 0.14083333313465118 0.11901882290840149,nan 4.555587291717529 5.581720352172852 4.017221927642822 2.50577974319458 2.759305477142334 1.898118257522583 2.614919424057007 3.781944513320923 2.077285051345825 1.0750000476837158 1.1522849798202515
Frankfurt,9.704300880432129 15.859375 11.35188102722168 10.916666984558105 9.603763580322266 8.713889122009277 6.6557793617248535 10.178494453430176 12.273194313049316 12.200672149658203 6.591250419616699 8.843145370483398,4.350941181182861 10.445535659790039 8.36075210571289 9.248194694519043 11.779569625854492 14.168193817138672 10.217473030090332 10.066801071166992 8.483611106872559 7.432795524597168 3.485694408416748 6.280510902404785,160.2983856201172 190.86309814453125 153.15322875976562 150.85694885253906 132.5819854736328 127.4888916015625 140.8266143798828 164.18145751953125 185.95416259765625 181.34005737304688 175.86944580078125 189.08737182617188,7.730040073394775 11.101041793823242 5.983736515045166 4.903055667877197 3.6579301357269287 3.5331943035125732 3.520967960357666 4.506855010986328 5.880694389343262 6.744086265563965 6.927361488342285 8.668414115905762,0.9600134491920471 1.215476155281067 0.8911290168762207 0.5818055272102356 0.624193549156189 0.6316667199134827 0.3825269043445587 0.42244625091552734 0.6118055582046509 0.8317204117774963 0.5931944251060486 0.722849428653717,48.935482025146484 49.0625 66.0981216430664 65.46666717529297 72.38844299316406 78.44027709960938 68.82123565673828 71.80510711669922 66.25416564941406 52.935482025146484 47.64027786254883 44.787635803222656,0.2795698940753937 0.1785714328289032 0.2432795763015747 0.15694443881511688 0.12903225421905518 0.6222222447395325 0.27688172459602356 0.9435483813285828 0.8513888716697693 2.356182813644409 0.011111111380159855 0.006720430217683315,0.08487903326749802 0.25089287757873535 0.4084005355834961 0.6713194251060486 1.2573925256729126 1.5660417079925537 1.5 1.2085349559783936 1.027500033378601 0.4307795763015747 0.11874999850988388 0.07123655825853348,nan 3.724905252456665 7.351747512817383 5.596944332122803 2.532526731491089 3.1027777194976807 2.8696236610412598 3.5159945487976074 5.314305782318115 2.53413987159729 1.1833332777023315 0.7712365388870239
Porto,19.928359985351562 23.013988494873047 20.89946174621582 20.561805725097656 16.23965072631836 19.062360763549805 16.063709259033203 20.024999618530273 17.4869441986084 22.550941467285156 17.31333351135254 17.04610252380371,10.211424827575684 11.884523391723633 11.566532135009766 11.798749923706055 11.189919471740723 12.23236083984375 9.279838562011719 9.534811973571777 10.330694198608398 13.869893074035645 11.421249389648438 12.895161628723145,170.03225708007812 185.875 153.14247131347656 155.93194580078125 140.31854248046875 141.8361053466797 138.51344299316406 157.9247283935547 182.16944885253906 174.14381408691406 174.54444885253906 189.1747283935547,17.3576602935791 18.6875 14.867338180541992 18.26180648803711 13.127821922302246 14.858749389648438 11.968010902404785 14.143683433532715 20.226388931274414 17.608871459960938 15.994306564331055 14.78642463684082,2.1417338848114014 2.024628162384033 2.007795810699463 2.5281944274902344 1.9360215663909912 2.2494444847106934 2.0044355392456055 2.070295810699463 2.4008333683013916 2.2869622707366943 1.8799999952316284 1.790188193321228,53.63306427001953 55.04018020629883 66.98789978027344 61.8930549621582 71.28359985351562 65.17222595214844 51.77688217163086 57.42070007324219 50.90833282470703 59.99327850341797 51.0444450378418 49.80376434326172,0.27016130089759827 2.797619104385376 0.1411290317773819 0.2916666567325592 0.46639785170555115 0.2541666626930237 0.35080644488334656 2.2083332538604736 0.2569444477558136 2.721774101257324 0.4000000059604645 0.3266128897666931,0.26760753989219666 0.5503720045089722 0.8803091645240784 1.405763864517212 1.712231159210205 1.8847917318344116 2.2235214710235596 1.8967070579528809 1.2327083349227905 0.6413978934288025 0.31166666746139526 0.23689515888690948,nan 2.1714015007019043 1.8399193286895752 2.225555658340454 1.2860214710235596 1.0306943655014038 0.9256720542907715 1.249731183052063 1.3984723091125488 1.1325268745422363 0.8368055820465088 1.139112949371338
Madrid,17.447446823120117 17.54360008239746 12.882258415222168 10.718055725097656 8.953359603881836 10.21583366394043 13.686827659606934 13.259139060974121 15.528888702392578 14.652284622192383 16.220001220703125 25.60026741027832,12.667204856872559 10.742856979370117 7.765994548797607 6.799860954284668 8.355645179748535 10.413888931274414 7.883871078491211 7.380779266357422 12.44861125946045 10.929704666137695 11.018471717834473 20.040054321289062,206.06048583984375 184.90625 156.90188598632812 140.03611755371094 133.05780029296875 140.59027099609375 134.93414306640625 146.8306427001953 174.53472900390625 165.1693572998047 195.50694274902344 226.38575744628906,26.429637908935547 24.696056365966797 18.183467864990234 14.181528091430664 11.680510520935059 14.85736083984375 10.056988716125488 12.33521556854248 23.0625 20.852554321289062 24.3931941986084 33.37271499633789,5.054300785064697 4.172023773193359 2.7435483932495117 2.0130555629730225 1.3920698165893555 1.4427778720855713 1.0163978338241577 1.27836012840271 2.287222385406494 2.7088708877563477 3.67638897895813 7.51801061630249,36.50940704345703 47.2023811340332 57.47983932495117 65.17778015136719 68.13710021972656 65.97222137451172 67.2486572265625 67.06182861328125 51.72083282470703 50.75806427001953 35.329166412353516 26.58467674255371,0.7056451439857483 3.300595283508301 0.2661290466785431 1.6430555582046509 1.4327956438064575 1.2513889074325562 6.583333492279053 5.487903118133545 2.922222137451172 2.6169354915618896 0.4444444477558136 0.20698924362659454,0.30174732208251953 0.5479167103767395 1.1483198404312134 1.6927083730697632 1.7278225421905518 1.983610987663269 2.5547714233398438 2.2513442039489746 1.3661805391311646 0.8131720423698425 0.3899305462837219 0.2947580814361572,nan 2.254166603088379 4.112096786499023 2.963749885559082 1.2334678173065186 1.4730554819107056 1.4744623899459839 1.7376344203948975 1.8998610973358154 1.563037633895874 1.3109722137451172 1.296505331993103
Gothenburg,10.087903022766113 12.262500762939453 9.806720733642578 9.369166374206543 9.387768745422363 9.071249961853027 8.007257461547852 8.884139060974121 12.515694618225098 6.228763580322266 7.691111087799072 8.292741775512695,4.94905948638916 6.764286041259766 5.840322971343994 7.446666717529297 9.74959659576416 10.492639541625977 7.707930564880371 7.872311592102051 8.84819507598877 3.748924732208252 2.692499876022339 2.8173389434814453,176.3306427001953 182.9419708251953 174.81585693359375 161.0 143.00941467285156 142.7888946533203 137.3252716064453 167.625 199.8111114501953 198.3266143798828 204.94166564941406 194.56451416015625,12.550739288330078 12.564658164978027 11.342473030090332 8.37458324432373 9.831585884094238 10.196527481079102 7.191666603088379 9.163171768188477 10.5962495803833 6.732661247253418 10.265832901000977 8.515591621398926,0.7172042727470398 0.7603422999382019 0.72258061170578 0.8065277934074402 0.9889785051345825 0.6230555772781372 0.5025537610054016 0.5349462628364563 0.8376388549804688 0.585349440574646 0.6855555772781372 0.66411292552948,47.22311782836914 55.712799072265625 65.45295715332031 70.95138549804688 71.81048583984375 70.10832977294922 63.728492736816406 62.657257080078125 63.31111145019531 51.439517974853516 42.559722900390625 49.3884391784668,0.0 0.013392857275903225 0.0 0.1388888955116272 0.03494623675942421 0.07222222536802292 0.0 0.059139784425497055 0.33888888359069824 0.18682795763015747 0.0 0.0,0.03313171863555908 0.1290922611951828 0.2417338788509369 0.7049305438995361 1.2701612710952759 1.460694432258606 1.1282258033752441 0.8287634253501892 0.6105555891990662 0.2069220393896103 0.05180555582046509 0.02567204274237156,nan 0.39251893758773804 0.7926075458526611 0.7959721684455872 0.5081989169120789 0.6698610782623291 0.40806451439857483 0.574999988079071 0.8355554938316345 0.2970430254936218 0.3973611295223236 0.24354837834835052
Tallinn,9.284408569335938 9.855208396911621 8.659139633178711 9.280138969421387 7.84932804107666 6.990417003631592 5.710752487182617 7.292069435119629 9.476805686950684 5.479973316192627 8.356389045715332 8.858064651489258,6.5481181144714355 7.805952548980713 9.184542655944824 21.204999923706055 17.315860748291016 17.817916870117188 10.869758605957031 9.739919662475586 9.028056144714355 3.6758065223693848 3.325972080230713 4.792741775512695,183.88307189941406 186.70982360839844 167.0013427734375 158.05555725097656 130.58737182617188 124.78055572509766 131.88844299316406 165.35215759277344 189.209716796875 201.252685546875 213.32083129882812 230.64920043945312,12.407661437988281 11.687723159790039 11.076074600219727 13.345000267028809 14.086827278137207 12.59375 7.729838848114014 9.78494644165039 9.216666221618652 7.558467864990234 12.167499542236328 11.760214805603027,1.6671370267868042 1.4467262029647827 1.2184139490127563 1.4958332777023315 1.2591397762298584 1.131250023841858 0.6836021542549133 0.9517472982406616 1.0247222185134888 1.1051075458526611 1.5930556058883667 1.1412633657455444,46.682796478271484 54.50743865966797 66.64247131347656 60.766666412353516 67.11693572998047 62.781944274902344 62.40322494506836 63.287635803222656 58.33611297607422 49.31989288330078 42.05277633666992 39.51612854003906,0.0 0.0 0.0 0.1875 0.008064515888690948 0.0013888889225199819 0.0 0.0994623675942421 0.4749999940395355 0.07526881992816925 0.0 0.0,0.024663979187607765 0.08311012387275696 0.2394489198923111 0.6859027743339539 1.1489919424057007 1.4942361116409302 1.248454213142395 0.957594096660614 0.57791668176651 0.15793010592460632 0.0364583320915699 0.013911291025578976,nan 0.1359848529100418 0.3798387050628662 0.37986111640930176 0.20188172161579132 0.2588889002799988 0.2108871042728424 0.37365591526031494 0.4251388907432556 0.1599462330341339 0.17430555820465088 0.12016129493713379
Cologne,14.177957534790039 21.548511505126953 14.254166603088379 15.55555534362793 15.236156463623047 12.463194847106934 9.555779457092285 14.921236991882324 16.435138702392578 14.125941276550293 11.057360649108887 11.743413925170898,5.88763427734375 10.65625 7.8768815994262695 11.082083702087402 14.000941276550293 15.544028282165527 10.913978576660156 13.480108261108398 12.36805534362793 7.616800785064697 5.207638740539551 7.6295695304870605,207.3010711669922 249.77529907226562 200.375 195.27777099609375 187.31585693359375 172.6263885498047 169.39381408691406 228.21371459960938 245.50833129882812 218.8037567138672 221.89166259765625 223.30511474609375,25.90450096130371 32.688541412353516 25.3443546295166 20.425138473510742 20.93830680847168 18.8347225189209 16.754165649414062 24.81841468811035 26.182361602783203 23.399328231811523 21.935832977294922 20.598522186279297,4.459139823913574 4.983928680419922 3.611424684524536 3.144444465637207 3.326612949371338 3.0909721851348877 2.6845431327819824 3.699059247970581 3.5343055725097656 3.3322579860687256 3.088055372238159 2.8987903594970703,34.72983932495117 32.61756134033203 49.413978576660156 55.286109924316406 56.14516067504883 68.31388854980469 54.67607498168945 50.57661437988281 50.49861145019531 40.0120964050293 36.7944450378418 37.502689361572266,0.33467742800712585 0.1101190447807312 0.14381720125675201 0.11388888955116272 0.11559139937162399 0.20416666567325592 0.14516128599643707 0.4354838728904724 1.0333333015441895 2.221774101257324 0.02638888917863369 0.014784946106374264,0.07459677755832672 0.21584822237491608 0.3564516305923462 0.6775000095367432 1.1716398000717163 1.5298610925674438 1.2351478338241577 1.068279504776001 0.9186805486679077 0.3664650321006775 0.10097222030162811 0.059811826795339584,nan 2.003882646560669 4.069355010986328 3.1793057918548584 1.9665322303771973 2.3652777671813965 1.657795786857605 2.3373656272888184 3.0291666984558105 1.640188217163086 1.0043054819107056 0.6580645442008972
Tokyo,29.75362777709961 29.435564041137695 34.73965072631836 31.641389846801758 33.18978500366211 39.06513977050781 36.55120849609375 22.369892120361328 33.560691833496094 43.70725631713867 44.46763610839844 51.430641174316406,20.379165649414062 19.666519165039062 22.327823638916016 20.03305435180664 21.473655700683594 26.02194595336914 24.02083396911621 14.3530912399292 21.773332595825195 29.304302215576172 29.855417251586914 35.938575744628906,412.18951416015625 324.24700927734375 308.55645751953125 249.70277404785156 271.94622802734375 294.9930419921875 263.8938293457031 204.34274291992188 278.5152893066406 366.06988525390625 400.4638977050781 486.07525634765625,70.23898315429688 63.6633186340332 70.58386993408203 58.913333892822266 71.92620849609375 80.56763458251953 38.92190933227539 25.759275436401367 40.79249954223633 47.26357650756836 48.99763870239258 52.872581481933594,34.248992919921875 29.11465835571289 26.188709259033203 15.209722518920898 6.581048011779785 17.533472061157227 25.57513427734375 20.17244529724121 26.89041519165039 33.07419204711914 43.606807708740234 82.36988830566406,12.842741966247559 24.672618865966797 29.314516067504883 49.718055725097656 46.69758224487305 43.809722900390625 54.100807189941406 26.442203521728516 31.7097225189209 31.81989288330078 24.606945037841797 14.150537490844727,0.1760752648115158 0.2663690447807312 1.5725806951522827 1.898611068725586 0.8427419066429138 0.6291666626930237 1.75 0.02822580561041832 0.11944444477558136 0.46908602118492126 0.5805555582046509 0.0833333358168602,0.4108198881149292 0.6341517567634583 0.789919376373291 1.2906944751739502 1.4079973697662354 1.4154165983200073 2.047714948654175 2.040658712387085 1.4121527671813965 0.9030914306640625 0.5263194441795349 0.4008064568042755,nan nan nan nan nan nan nan nan nan nan nan nan
Edinburgh,8.450268745422363 9.553125381469727 8.915725708007812 11.267916679382324 11.503090858459473 9.08680534362793 6.179570198059082 7.159811496734619 9.938333511352539 7.908064842224121 9.196527481079102 8.737231254577637,4.153897762298584 4.719940662384033 5.0091400146484375 8.06541633605957 9.843548774719238 9.038472175598145 5.490188121795654 6.73696231842041 7.044166564941406 5.396908760070801 4.859722137451172 5.331048488616943,147.0739288330078 149.58184814453125 148.4583282470703 142.66250610351562 131.96237182617188 118.78472137451172 133.2056427001953 155.8319854736328 184.1875 186.84005737304688 187.87777709960938 175.11021423339844,8.767539978027344 8.402976036071777 9.288978576660156 7.975972652435303 9.149596214294434 6.795694351196289 6.141531944274902 7.627285003662109 8.16652774810791 6.891263484954834 13.396666526794434 8.865860939025879,1.3288307189941406 1.1489583253860474 1.2452956438064575 1.1948610544204712 1.0938172340393066 0.6243055462837219 0.5830645561218262 0.7239246964454651 0.773888885974884 0.829838752746582 1.543888807296753 1.2178763151168823,59.94489288330078 69.13095092773438 69.61827850341797 72.09305572509766 62.85752868652344 66.2388916015625 49.505374908447266 53.15053939819336 55.76250076293945 53.40188217163086 42.86527633666992 54.57661437988281,0.0 0.215773805975914 0.0 0.07361111044883728 0.0 0.03194444626569748 0.037634409964084625 0.02016128972172737 0.668055534362793 0.4811827838420868 0.008333333767950535 0.0,0.055443547666072845 0.1238839253783226 0.27258065342903137 0.6014583110809326 0.8749328255653381 1.2490277290344238 1.0313172340393066 0.7987231016159058 0.5899999737739563 0.21243280172348022 0.06333333998918533 0.029771504923701286,nan 1.1116477251052856 1.9575269222259521 1.5738887786865234 0.8936828374862671 1.0337499380111694 0.755914032459259 0.9158602356910706 1.1484723091125488 0.6604838371276855 0.8469444513320923 0.5341397523880005
Muscat,31.75806427001953 59.245384216308594 53.99986267089844 60.66638946533203 67.2045669555664 76.4558334350586 104.35363006591797 97.42378234863281 69.2155532836914 70.40766143798828 55.180416107177734 51.85174560546875,15.094354629516602 28.6636905670166 26.698253631591797 29.093889236450195 33.699462890625 35.84958267211914 29.88481330871582 29.31679916381836 24.6572208404541 26.443952560424805 22.533750534057617 20.446640014648438,199.63037109375 309.4508972167969 280.3924865722656 284.25140380859375 258.1559143066406 263.9166564941406 132.66397094726562 149.2567138671875 145.10556030273438 173.2042999267578 197.64027404785156 197.9542999267578,28.04905891418457 60.69084930419922 56.647850036621094 55.310970306396484 58.054969787597656 54.322776794433594 9.498790740966797 10.424731254577637 10.667777061462402 10.253629684448242 8.383749961853027 8.656316757202148,19.72083282470703 40.55215835571289 38.759002685546875 41.93208312988281 31.467607498168945 34.58708190917969 13.329300880432129 16.05940818786621 13.702916145324707 12.249462127685547 9.319305419921875 10.460214614868164,72.7755355834961 49.04018020629883 55.655914306640625 72.55555725097656 81.03629302978516 79.11805725097656 81.04838562011719 97.79166412353516 86.85138702392578 101.93010711669922 98.73055267333984 102.26478576660156,14.357526779174805 39.25893020629883 34.586021423339844 40.27361297607422 47.7634391784668 59.69166564941406 169.6666717529297 142.23252868652344 80.60277557373047 69.33870697021484 45.48611068725586 43.31855010986328,1.0969085693359375 1.6163690090179443 1.9608198404312134 2.188472270965576 2.559206962585449 2.3985416889190674 2.0824596881866455 2.2049732208251953 2.0924999713897705 1.5839381217956543 1.197986125946045 1.06270170211792,nan nan nan nan nan nan nan nan nan nan nan nan
